"";"Publication.Year";"Count.of.Simple.Family.Members";"Simple.Family.Cited.by.Count";"Count.of.Other.References";"Count.of.Cited.by.Patents";"Count.of.Cites.Patents";"Count.of.Cited.by.Patents.Within.3.years";"Count.of.Cited.by.Patents.Within.5.years";"Simple.Legal.Status";"Count.of.claims";"Quality.of.Family";"Cluster"
"2622";2000;1;33;2;33;21;5;14;3;34;1;"1"
"2623";1913;1;0;0;0;0;0;0;3;11;0;"2"
"2624";1997;1;0;0;0;0;0;0;3;26;0;"1"
"2625";1911;1;0;0;0;0;0;0;3;7;0;"2"
"2626";1911;1;0;0;0;0;0;0;3;5;0;"2"
"2627";2006;1;9;0;9;0;5;7;3;8;0;"1"
"2628";2007;1;2;0;2;0;0;0;3;4;1;"1"
"2629";1914;1;0;0;0;0;0;0;3;2;0;"2"
"2630";1995;10;43;0;0;0;0;0;3;21;1;"1"
"2631";2004;16;38;0;9;0;6;8;4;7;1;"1"
"2632";1994;2;12;0;5;0;0;1;1;9;0;"1"
"2633";2006;7;41;0;26;3;6;8;4;52;1;"1"
"2634";1986;1;1;0;1;9;1;1;3;116;0;"1"
"2635";1984;11;5;0;0;0;0;0;3;9;0;"1"
"2636";1971;4;36;0;0;0;0;0;3;45;1;"1"
"2637";1987;1;0;0;0;4;0;0;1;7;0;"1"
"2638";1933;1;0;0;0;0;0;0;3;1;0;"2"
"2639";1948;1;2;0;2;0;0;0;3;10;0;"2"
"2640";2006;12;17;0;2;6;0;0;1;50;1;"1"
"2641";2012;1;0;0;0;0;0;0;3;18;0;"1"
"2642";1926;1;0;0;0;0;0;0;3;10;0;"2"
"2643";2009;1;0;0;0;0;0;0;3;1;0;"1"
"2644";2001;1;26;2;26;67;4;6;3;92;1;"1"
"2645";2006;1;2;0;2;0;0;0;3;2;0;"1"
"2646";1960;1;3;0;3;0;0;0;3;48;0;"2"
"2647";2006;2;1;0;1;4;0;0;1;20;0;"1"
"2648";1912;1;0;0;0;0;0;0;3;24;0;"2"
"2649";2006;1;3;0;3;12;0;2;3;12;1;"1"
"2650";1914;1;0;0;0;0;0;0;3;6;0;"2"
"2651";1914;1;0;0;0;0;0;0;3;4;0;"2"
"2652";1977;1;28;0;28;13;1;2;3;70;1;"1"
"2653";1912;1;0;0;0;0;0;0;3;9;0;"2"
"2654";1999;3;0;2;0;6;0;0;3;7;0;"1"
"2655";1993;1;1;0;1;5;1;1;3;103;0;"1"
"2656";1911;1;0;0;0;0;0;0;3;10;0;"2"
"2657";1924;1;0;0;0;0;0;0;3;1;0;"2"
"2658";1999;1;1;0;1;0;0;0;3;4;0;"1"
"2659";1921;1;0;0;0;0;0;0;3;1;0;"2"
"2660";1964;1;0;0;0;0;0;0;3;1;0;"2"
"2661";1999;1;0;0;0;0;0;0;3;2;0;"1"
"2662";2001;5;2;0;0;9;0;0;3;7;0;"1"
"2663";1998;1;5;0;5;0;0;0;3;3;0;"1"
"2664";2008;1;4;0;4;0;0;0;3;4;0;"1"
"2665";2018;1;0;0;0;1;0;0;3;1;0;"1"
"2666";1913;1;0;0;0;0;0;0;3;5;0;"2"
"2667";1986;1;4;0;4;8;0;0;3;12;1;"1"
"2668";2001;2;5;0;5;7;2;2;3;12;0;"1"
"2669";1934;1;0;0;0;0;0;0;3;1;0;"2"
"2670";1913;1;0;0;0;0;0;0;3;17;0;"2"
"2671";1911;1;0;0;0;0;0;0;3;9;0;"2"
"2672";1958;1;5;0;5;0;0;0;3;1;0;"2"
"2673";1989;6;38;0;0;0;0;0;3;27;1;"1"
"2674";2017;1;1;0;1;6;0;0;3;5;0;"1"
"2675";2006;20;107;2;26;6;2;3;1;27;1;"1"
"2676";2017;2;6;0;0;8;0;0;3;7;0;"1"
"2677";1911;1;0;0;0;0;0;0;3;8;0;"2"
"2678";2017;2;0;0;0;0;0;0;3;2;0;"1"
"2679";1929;1;2;0;2;0;0;0;3;1;0;"2"
"2680";1972;1;45;0;45;2;0;0;3;27;1;"1"
"2681";2018;3;2;0;2;4;0;0;1;19;0;"1"
"2682";1972;1;3;0;3;0;0;0;3;15;0;"1"
"2683";2010;1;7;0;7;1;2;4;3;29;0;"1"
"2684";1911;1;0;0;0;0;0;0;3;39;0;"2"
"2685";1911;1;0;0;0;0;0;0;3;10;0;"2"
"2686";2007;2;3;1;3;6;2;2;3;22;0;"1"
"2687";2004;6;204;0;34;9;8;9;1;34;1;"1"
"2688";1994;1;3;0;3;0;0;0;3;5;0;"1"
"2689";1912;1;0;0;0;0;0;0;3;3;0;"2"
"2690";1922;1;0;0;0;0;0;0;3;1;0;"2"
"2691";1995;1;30;0;30;12;1;1;3;78;1;"1"
"2692";1989;1;2;0;2;0;0;0;3;18;0;"1"
"2693";1984;14;53;0;27;7;0;1;3;16;1;"1"
"2694";2004;1;8;0;8;16;2;5;3;44;1;"1"
"2695";1961;1;2;0;2;0;0;0;3;1;0;"2"
"2696";2003;1;11;0;11;0;0;0;3;7;0;"1"
"2697";1989;1;104;0;104;5;3;4;3;12;1;"1"
"2698";1923;1;0;0;0;0;0;0;3;2;0;"2"
"2699";1995;1;6;0;6;0;0;0;3;6;0;"1"
"2700";1940;1;1;0;1;0;0;0;3;16;0;"2"
"2701";2006;1;0;0;0;0;0;0;3;1;0;"1"
"2702";1952;1;1;0;1;0;0;0;3;1;0;"2"
"2703";2006;1;0;1;0;2;0;0;3;23;0;"1"
"2704";2004;1;2;0;2;0;2;2;3;5;0;"1"
"2705";1999;1;1;1;1;0;0;0;3;1;0;"1"
"2706";1995;1;1;0;1;0;0;0;3;1;0;"1"
"2707";1972;1;18;0;18;7;1;2;3;25;1;"1"
"2708";1916;1;0;0;0;0;0;0;3;9;0;"2"
"2709";1922;1;0;0;0;0;0;0;3;1;0;"2"
"2710";2020;2;0;0;0;0;0;0;2;30;1;"1"
"2711";2002;1;12;6;12;11;6;7;3;62;1;"1"
"2712";1947;1;0;0;0;0;0;0;3;8;0;"2"
"2713";1972;1;1;0;1;0;0;0;3;9;0;"1"
"2714";1999;1;0;0;0;0;0;0;3;33;0;"1"
"2715";1976;1;0;0;0;0;0;0;3;7;0;"1"
"2716";2008;1;0;0;0;1;0;0;3;1;0;"1"
"2717";1930;1;0;0;0;0;0;0;3;2;0;"2"
"2718";2003;2;27;0;21;11;4;12;3;12;1;"1"
"2719";1976;1;2;0;2;0;0;0;3;4;0;"1"
"2720";1959;1;3;0;3;0;0;0;3;1;0;"2"
"2721";1916;1;0;0;0;0;0;0;3;15;0;"2"
"2722";2011;1;0;0;0;0;0;0;3;1;0;"1"
"2723";1992;1;4;0;4;0;0;0;3;30;0;"1"
"2724";2001;1;13;10;13;19;2;4;3;25;1;"1"
"2725";1928;1;0;0;0;0;0;0;3;10;0;"2"
"2726";1925;1;1;0;1;0;0;0;3;1;0;"2"
"2727";1978;1;0;0;0;0;0;0;3;18;0;"1"
"2728";2018;1;0;0;0;0;0;0;3;4;0;"1"
"2729";2015;1;0;0;0;0;0;0;3;6;0;"1"
"2730";2001;1;5;0;5;0;2;2;3;3;0;"1"
"2731";1908;1;0;0;0;0;0;0;3;6;0;"2"
"2732";2006;5;106;0;20;0;2;3;3;32;1;"1"
"2733";1992;1;0;0;0;0;0;0;3;55;0;"1"
"2734";1913;1;1;0;1;0;0;0;3;5;0;"2"
"2735";1950;1;11;0;12;0;0;0;3;16;0;"2"
"2736";1914;1;0;0;0;0;0;0;3;5;0;"2"
"2737";1992;3;113;0;87;9;2;5;3;24;1;"1"
"2738";1927;1;3;0;3;0;0;0;3;5;0;"2"
"2739";1963;1;0;0;0;0;0;0;3;34;0;"2"
"2740";2011;2;0;0;0;3;0;0;1;2;0;"1"
"2741";1980;1;4;0;4;0;0;0;3;20;0;"1"
"2742";1961;1;8;0;8;0;0;0;3;13;0;"2"
"2743";2009;4;57;0;18;10;5;10;4;20;1;"1"
"2744";2006;1;0;0;0;0;0;0;3;2;0;"1"
"2745";1911;1;0;0;0;0;0;0;3;4;0;"2"
"2746";2020;16;6;0;0;0;0;0;2;39;1;"1"
"2747";2020;3;1;0;0;0;0;0;2;33;1;"1"
"2748";1960;1;8;0;8;0;0;0;3;1;0;"2"
"2749";1931;1;0;0;0;0;0;0;3;1;0;"2"
"2750";1975;1;1;0;1;0;0;0;3;18;0;"1"
"2751";2008;1;0;0;0;0;0;0;3;1;0;"1"
"2752";1982;2;0;0;0;0;0;0;3;13;0;"1"
"2753";1911;1;0;0;0;0;0;0;3;9;0;"2"
"2754";2000;1;5;1;5;14;0;0;3;10;0;"1"
"2755";1922;1;5;0;5;0;0;0;3;2;0;"2"
"2756";1921;1;0;0;0;0;0;0;3;2;0;"2"
"2757";1930;1;0;0;0;0;0;0;3;16;0;"2"
"2758";1958;1;1;0;1;0;0;0;3;4;0;"2"
"2759";2010;2;3;2;2;7;0;0;1;13;0;"1"
"2760";1959;1;0;0;0;0;0;0;3;7;0;"2"
"2761";1911;1;0;0;0;0;0;0;3;7;0;"2"
"2762";1996;1;3;0;3;7;1;1;3;8;1;"1"
"2763";1931;1;0;0;0;0;0;0;3;1;0;"2"
"2764";1914;1;1;0;1;0;0;0;3;22;0;"2"
"2765";2014;2;1;0;0;0;0;0;1;5;0;"1"
"2766";2009;1;6;0;6;0;1;2;3;14;0;"1"
"2767";2016;1;2;0;2;2;2;2;3;8;0;"1"
"2768";1932;1;0;0;0;0;0;0;3;10;0;"2"
"2769";2004;1;3;0;3;0;0;0;3;7;0;"1"
"2770";1992;2;2;0;0;0;0;0;3;34;0;"1"
"2771";1987;6;3;0;0;0;0;0;3;21;0;"1"
"2772";2006;1;7;0;7;1;3;4;3;8;0;"1"
"2773";2017;1;5;0;5;0;1;1;3;12;0;"1"
"2774";2001;1;456;0;456;4;27;88;3;45;1;"1"
"2775";2016;1;0;0;0;0;0;0;3;9;0;"1"
"2776";1955;1;0;0;0;0;0;0;3;16;0;"2"
"2777";1938;1;0;0;0;0;0;0;3;17;0;"2"
"2778";1930;1;0;0;0;0;0;0;3;1;0;"2"
"2779";1991;2;0;0;0;0;0;0;3;10;0;"1"
"2780";1992;1;1;0;1;0;0;0;3;1;0;"1"
"2781";1995;9;29;0;25;15;1;1;3;89;1;"1"
"2782";1911;1;0;0;0;0;0;0;3;5;0;"2"
"2783";1990;1;2;0;2;0;0;0;3;23;0;"1"
"2784";2016;1;0;0;0;4;0;0;3;10;0;"1"
"2785";1930;1;0;0;0;0;0;0;3;9;0;"2"
"2786";2020;1;0;1;0;5;0;0;4;6;0;"1"
"2787";2020;1;0;0;0;9;0;0;4;23;1;"1"
"2788";1990;1;10;0;10;0;3;3;3;31;0;"1"
"2789";2003;2;81;0;20;8;5;9;3;31;1;"1"
"2790";2000;1;0;1;0;0;0;0;3;1;0;"1"
"2791";2010;1;0;0;0;0;0;0;3;2;0;"1"
"2792";2008;8;0;0;0;4;0;0;3;13;1;"1"
"2793";1986;1;11;0;11;8;0;0;3;12;1;"1"
"2794";1940;1;1;0;1;0;0;0;3;9;0;"2"
"2795";2009;1;2;0;2;1;0;0;3;10;0;"1"
"2796";2016;1;1;0;1;0;1;1;3;6;0;"1"
"2797";1996;1;5;0;5;6;1;1;3;164;0;"1"
"2798";2004;2;9;0;5;14;1;2;3;20;1;"1"
"2799";2015;1;2;0;2;0;2;2;3;6;0;"1"
"2800";1932;1;0;0;0;0;0;0;3;1;0;"2"
"2801";2017;1;0;0;0;1;0;0;3;4;0;"1"
"2802";1953;1;5;0;5;0;2;2;3;2;0;"2"
"2803";1974;1;7;0;7;0;0;0;3;38;0;"1"
"2804";1991;1;2;0;2;0;1;2;3;56;0;"1"
"2805";1932;1;3;0;3;0;0;0;3;13;0;"2"
"2806";1952;1;3;0;3;0;1;1;3;2;0;"2"
"2807";2015;1;5;0;5;6;5;5;3;18;0;"1"
"2808";2011;2;0;1;0;4;0;0;3;1;0;"1"
"2809";2015;1;2;0;2;0;0;1;3;10;0;"1"
"2810";1995;3;51;0;47;9;3;3;3;22;1;"1"
"2811";2004;3;2;0;0;1;0;0;3;10;0;"1"
"2812";1922;1;1;0;1;0;0;0;3;2;0;"2"
"2813";1913;1;2;0;2;0;0;0;3;5;0;"2"
"2814";1925;1;0;0;0;0;0;0;3;2;0;"2"
"2815";1998;1;4;0;4;0;0;0;3;1;0;"1"
"2816";1919;1;0;0;0;0;0;0;3;12;0;"2"
"2817";2005;11;36;0;14;16;5;8;3;45;1;"1"
"2818";1937;1;1;0;1;0;0;0;3;4;0;"2"
"2819";1911;1;0;0;0;0;0;0;3;22;0;"2"
"2820";1999;1;0;0;0;0;0;0;1;35;0;"1"
"2821";2020;4;0;0;0;0;0;0;2;25;1;"1"
"2822";1915;1;0;0;0;0;0;0;3;25;0;"2"
"2823";2016;1;0;0;0;0;0;0;3;11;0;"1"
"2824";1995;1;1;0;1;0;0;0;3;1;0;"1"
"2825";1911;1;0;0;0;0;0;0;3;5;0;"2"
"2826";1934;1;4;0;4;0;0;0;3;2;0;"2"
"2827";1999;1;0;0;0;0;0;0;3;37;0;"1"
"2828";1961;1;1;0;1;0;0;0;3;1;0;"2"
"2829";2004;11;24;1;12;36;3;7;3;64;1;"1"
"2830";2020;1;0;0;0;0;0;0;2;27;1;"1"
"2831";1987;22;35;0;3;0;3;3;3;26;1;"1"
"2832";1990;1;2;0;2;0;0;0;3;20;0;"1"
"2833";2009;2;0;1;0;5;0;0;1;5;0;"1"
"2834";1976;2;0;0;0;0;0;0;3;62;0;"1"
"2835";1932;1;0;0;0;0;0;0;3;1;0;"2"
"2836";2018;4;1;0;0;0;0;0;1;14;0;"1"
"2837";1930;1;2;0;2;0;0;0;3;1;0;"2"
"2838";2014;1;0;0;0;0;0;0;3;2;0;"1"
"2839";1959;1;11;0;11;0;0;0;3;9;0;"2"
"2840";2017;1;0;0;0;0;0;0;3;20;0;"1"
"2841";1914;1;0;0;0;0;0;0;3;5;0;"2"
"2842";2016;1;1;0;1;0;0;0;3;21;0;"1"
"2843";2000;1;33;1;33;13;1;3;3;63;1;"1"
"2844";2003;1;10;0;10;30;5;5;3;9;1;"1"
"2845";1978;2;1;0;1;0;0;0;3;7;0;"1"
"2846";2018;1;0;0;0;0;0;0;3;14;0;"1"
"2847";1913;1;0;0;0;0;0;0;3;26;0;"2"
"2848";2017;2;10;0;0;4;0;0;3;12;0;"1"
"2849";2006;2;8;0;5;6;2;3;1;37;0;"1"
"2850";2017;1;1;0;1;6;1;1;3;5;0;"1"
"2851";1962;1;1;0;1;0;0;0;3;10;0;"2"
"2852";2004;7;3;0;0;0;0;0;3;154;0;"1"
"2853";2009;2;13;0;2;2;0;2;3;18;0;"1"
"2854";1974;1;0;0;0;0;0;0;3;14;0;"1"
"2855";1960;1;0;0;0;0;0;0;3;2;0;"2"
"2856";1922;1;0;0;0;0;0;0;3;6;0;"2"
"2857";1913;1;0;0;0;0;0;0;3;2;0;"2"
"2858";1992;14;41;0;0;0;0;0;3;30;1;"1"
"2859";2006;2;19;0;16;14;0;5;3;19;1;"1"
"2860";1911;1;0;0;0;0;0;0;3;5;0;"2"
"2861";2015;1;1;0;1;0;0;1;3;13;0;"1"
"2862";2016;1;0;0;0;0;0;0;3;4;0;"1"
"2863";1980;1;0;0;0;0;0;0;3;12;0;"1"
"2864";2004;3;3;0;3;6;0;0;1;12;0;"1"
"2865";2001;1;21;0;21;7;1;7;3;19;1;"1"
"2866";1991;2;1;0;0;0;0;0;3;14;0;"1"
"2867";2006;3;42;0;6;7;3;3;1;37;1;"1"
"2868";1910;1;0;0;0;0;0;0;3;22;0;"2"
"2869";2015;2;6;0;0;5;0;0;3;5;0;"1"
"2870";2020;11;0;0;0;19;0;0;4;9;1;"1"
"2871";2012;4;70;0;50;31;23;39;4;20;1;"1"
"2872";2010;1;1;0;1;0;1;1;3;7;0;"1"
"2873";1981;1;2;0;2;0;0;0;3;51;0;"1"
"2874";1934;1;0;0;0;0;0;0;3;3;0;"2"
"2875";2014;1;3;0;3;0;1;1;3;11;0;"1"
"2876";2006;1;0;0;0;0;0;0;3;1;0;"1"
"2877";1961;1;6;0;6;0;1;1;3;1;0;"2"
"2878";1922;1;0;0;0;0;0;0;3;2;0;"2"
"2879";2013;1;0;1;0;3;0;0;3;7;0;"1"
"2880";1935;1;0;0;0;0;0;0;3;1;0;"2"
"2881";1925;1;0;0;0;0;0;0;3;1;0;"2"
"2882";1925;1;0;0;0;0;0;0;3;1;0;"2"
"2883";1957;1;0;0;0;0;0;0;3;2;0;"2"
"2884";1927;1;0;0;0;0;0;0;3;6;0;"2"
"2885";1944;1;0;0;0;0;0;0;3;2;0;"2"
"2886";1983;1;2;0;2;0;0;0;3;12;0;"1"
"2887";2003;1;1;0;1;0;1;1;3;3;0;"1"
"2888";1972;1;9;0;9;9;0;0;3;10;1;"1"
"2889";1913;1;0;0;0;0;0;0;3;32;0;"2"
"2890";1927;1;0;0;0;0;0;0;3;1;0;"2"
"2891";1928;1;0;0;0;0;0;0;3;1;0;"2"
"2892";1905;1;0;0;0;0;0;0;3;34;0;"2"
"2893";1973;1;2;0;2;14;0;0;3;15;1;"1"
"2894";2009;1;0;0;0;4;0;0;3;6;0;"1"
"2895";1959;1;0;0;0;0;0;0;3;1;0;"2"
"2896";1965;1;0;0;0;0;0;0;3;1;0;"2"
"2897";1990;1;50;0;50;10;0;0;3;10;1;"1"
"2898";1985;1;1;0;1;0;0;0;3;6;0;"1"
"2899";1997;1;5;1;5;0;1;1;3;2;0;"1"
"2900";1997;4;1;0;0;2;0;0;1;7;0;"1"
"2901";1911;1;0;0;0;0;0;0;3;15;0;"2"
"2902";2020;1;0;0;0;0;0;0;2;9;0;"1"
"2903";2013;13;15;0;0;0;0;0;3;15;1;"1"
"2904";1973;1;1;0;1;0;0;0;3;9;0;"1"
"2905";2005;9;35;0;20;17;10;10;3;27;1;"1"
"2906";1931;1;1;0;1;0;0;0;3;8;0;"2"
"2907";2011;1;24;0;24;1;10;19;3;11;0;"1"
"2908";2011;1;5;0;5;0;1;4;3;3;0;"1"
"2909";1931;1;0;0;0;0;0;0;3;1;0;"2"
"2910";1988;1;25;0;25;6;0;0;3;47;0;"1"
"2911";2015;4;1;0;0;3;0;0;3;34;0;"1"
"2912";1912;1;1;0;1;0;0;0;3;2;0;"2"
"2913";2012;5;40;0;23;28;6;15;3;20;1;"1"
"2914";2011;3;9;0;1;3;0;0;3;6;1;"1"
"2915";1912;1;0;0;0;0;0;0;3;17;0;"2"
"2916";1912;1;0;0;0;0;0;0;3;8;0;"2"
"2917";2017;1;1;0;1;0;0;0;3;4;0;"1"
"2918";2020;1;0;0;0;9;0;0;2;47;0;"1"
"2919";1963;1;0;0;0;0;0;0;3;1;0;"2"
"2920";1912;1;0;0;0;0;0;0;3;29;0;"2"
"2921";1914;1;0;0;0;0;0;0;3;2;0;"2"
"2922";1986;2;13;0;13;8;0;0;3;10;1;"1"
"2923";2010;2;21;0;18;0;7;16;4;27;1;"1"
"2924";1993;1;16;0;16;6;1;2;3;98;0;"1"
"2925";1933;1;23;0;23;0;0;0;3;9;0;"2"
"2926";2008;1;9;0;9;0;0;2;3;3;0;"1"
"2927";2001;1;111;2;111;6;25;45;3;57;1;"1"
"2928";1978;1;49;0;49;14;0;2;3;5;1;"1"
"2929";2018;1;2;0;2;9;2;2;3;2;0;"1"
"2930";2004;5;72;0;53;21;7;18;3;21;1;"1"
"2931";2015;1;0;0;0;1;0;0;3;5;0;"1"
"2932";2006;8;94;5;12;10;4;6;3;23;1;"1"
"2933";1974;1;0;0;0;4;0;0;3;13;1;"1"
"2934";2013;1;6;1;6;4;4;6;3;3;0;"1"
"2935";1911;1;0;0;0;0;0;0;3;7;0;"2"
"2936";1990;1;1;0;1;0;0;0;3;38;0;"1"
"2937";1950;1;4;0;4;0;0;0;3;2;0;"2"
"2938";1967;2;5;0;5;0;0;0;3;22;0;"2"
"2939";1994;1;15;0;15;0;0;3;3;61;0;"1"
"2940";1914;1;0;0;0;0;0;0;3;28;0;"2"
"2941";1985;1;0;0;0;0;0;0;3;5;0;"1"
"2942";1913;1;0;0;0;0;0;0;3;33;0;"2"
"2943";1988;3;1;0;1;3;0;0;3;23;0;"1"
"2944";1969;2;1;0;1;0;0;1;3;25;0;"1"
"2945";2017;1;0;0;0;1;0;0;3;110;0;"1"
"2946";1930;1;0;0;0;0;0;0;3;1;0;"2"
"2947";2007;11;26;0;4;3;4;4;3;10;1;"1"
"2948";1995;1;1;0;1;0;0;0;3;4;0;"1"
"2949";1937;2;4;0;3;0;0;0;3;1;0;"2"
"2950";1989;1;2;0;2;0;1;1;3;9;0;"1"
"2951";2016;1;4;0;4;1;4;4;3;5;0;"1"
"2952";2002;1;0;0;0;0;0;0;3;1;0;"1"
"2953";2008;1;1;0;1;0;0;0;3;2;0;"1"
"2954";2007;1;1;0;1;0;1;1;3;31;0;"1"
"2955";1976;1;3;0;3;0;0;0;3;15;0;"1"
"2956";1921;1;1;0;1;0;0;0;3;2;0;"2"
"2957";1930;1;0;0;0;0;0;0;3;1;0;"2"
"2958";2005;1;4;0;4;2;0;0;3;36;0;"1"
"2959";2005;1;1;0;2;0;2;2;3;1;0;"1"
"2960";1992;1;0;0;0;0;0;0;3;5;0;"1"
"2961";1996;3;19;0;12;9;0;0;1;10;0;"1"
"2962";1959;1;0;0;0;0;0;0;3;1;0;"2"
"2963";1975;3;16;0;10;3;0;0;3;17;1;"1"
"2964";1939;1;0;0;0;0;0;0;3;16;0;"2"
"2965";1985;1;4;0;4;0;2;2;3;12;0;"1"
"2966";1977;1;0;0;0;0;0;0;3;3;0;"1"
"2967";2005;1;38;6;38;27;5;28;3;10;1;"1"
"2968";1956;1;1;0;1;0;1;1;3;44;0;"2"
"2969";1918;1;0;0;0;0;0;0;3;17;0;"2"
"2970";1911;1;0;0;0;0;0;0;3;2;0;"2"
"2971";2012;3;0;0;0;5;0;0;1;26;1;"1"
"2972";2000;5;101;0;76;19;6;21;3;21;1;"1"
"2973";2009;3;12;0;9;8;0;7;3;12;1;"1"
"2974";2015;2;0;1;0;4;0;0;1;6;0;"1"
"2975";2005;1;1;0;1;0;0;1;3;1;0;"1"
"2976";2003;1;56;2;56;2;28;36;3;41;1;"1"
"2977";2000;1;61;0;61;6;3;15;3;56;1;"1"
"2978";1977;1;44;0;46;12;3;4;3;8;1;"1"
"2979";2011;1;10;0;10;3;5;6;3;10;0;"1"
"2980";2019;1;0;0;0;0;0;0;3;4;0;"1"
"2981";2014;1;1;0;1;0;1;1;3;6;0;"1"
"2982";2003;1;5;0;5;0;3;3;2;12;0;"1"
"2983";1995;4;0;0;0;0;0;0;3;6;0;"1"
"2984";1979;2;4;0;1;0;0;0;3;61;0;"1"
"2985";1914;1;0;0;0;0;0;0;3;8;0;"2"
"2986";1995;1;10;0;10;0;0;0;3;31;0;"1"
"2987";1976;1;2;0;2;0;0;1;3;22;0;"1"
"2988";2010;1;7;0;7;0;0;5;3;3;0;"1"
"2989";1912;1;0;0;0;0;0;0;3;39;0;"2"
"2990";1995;3;69;0;68;8;4;6;3;47;1;"1"
"2991";2005;3;0;0;0;3;0;0;1;9;0;"1"
"2992";2008;12;19;0;9;10;3;5;3;1;1;"1"
"2993";1967;1;7;0;7;0;0;0;3;1;0;"2"
"2994";2006;3;9;0;7;6;2;2;1;14;0;"1"
"2995";2005;1;3;1;3;3;1;1;3;6;0;"1"
"2996";1912;1;0;0;0;0;0;0;3;19;0;"2"
"2997";2016;1;1;0;1;4;1;1;3;3;0;"1"
"2998";1926;1;0;0;0;0;0;0;3;9;0;"2"
"2999";1931;1;5;0;5;0;0;0;3;2;0;"2"
"3000";1963;1;12;0;12;0;0;0;3;10;0;"2"
"3002";2003;8;3;0;0;0;0;0;3;4;0;"1"
"3003";2006;1;1;0;1;0;0;0;3;3;0;"1"
"3004";1983;1;23;0;23;10;0;1;3;3;1;"1"
"3005";1968;1;0;0;0;0;0;0;3;1;0;"2"
"3006";1990;1;0;0;0;0;0;0;3;8;0;"1"
"3007";1950;1;6;0;6;0;0;0;3;5;0;"2"
"3008";2003;9;69;0;0;10;0;0;1;54;1;"1"
"3009";1989;1;28;1;28;2;0;2;3;37;1;"1"
"3010";1937;1;0;0;0;0;0;0;3;12;0;"2"
"3011";2004;2;15;0;15;6;0;0;3;25;0;"1"
"3012";1932;1;0;0;0;0;0;0;3;1;0;"2"
"3013";2012;1;18;0;18;0;3;15;3;1;0;"1"
"3014";2009;2;1;1;1;3;0;1;3;5;0;"1"
"3015";1939;1;3;0;3;0;0;0;3;1;0;"2"
"3016";1987;1;2;0;2;0;0;0;3;52;0;"1"
"3017";2000;1;9;0;9;5;4;4;3;71;1;"1"
"3018";1938;1;0;0;0;0;0;0;3;5;0;"2"
"3019";2002;1;1;0;1;0;0;0;3;3;0;"1"
"3020";1915;1;0;0;0;0;0;0;3;7;0;"2"
"3021";2006;2;31;0;21;12;5;7;3;15;1;"1"
"3022";1913;1;0;0;0;0;0;0;3;6;0;"2"
"3023";2018;1;1;0;1;0;0;0;3;30;0;"1"
"3024";2000;16;43;0;22;10;1;7;3;28;1;"1"
"3025";2011;2;14;2;13;6;4;8;3;12;0;"1"
"3026";1999;2;6;0;6;7;0;0;3;19;0;"1"
"3027";2006;2;85;0;71;8;18;31;3;19;1;"1"
"3028";1930;1;0;0;0;0;0;0;3;1;0;"2"
"3029";1912;1;0;0;0;0;0;0;3;34;0;"2"
"3030";1987;1;13;1;13;4;0;0;3;27;1;"1"
"3031";1954;1;16;0;16;0;0;0;3;1;0;"2"
"3032";1978;1;62;0;62;11;2;2;3;27;1;"1"
"3033";1912;1;0;0;0;0;0;0;3;1;0;"2"
"3034";1912;1;0;0;0;0;0;0;3;12;0;"2"
"3035";1914;1;0;0;0;0;0;0;3;6;0;"2"
"3036";1985;1;2;0;2;0;0;0;3;15;0;"1"
"3037";1965;1;0;0;0;0;0;0;3;1;0;"2"
"3038";1932;1;0;0;0;0;0;0;3;2;0;"2"
"3039";1993;1;6;0;6;0;0;2;3;52;0;"1"
"3040";1934;1;1;0;1;0;0;0;3;1;0;"2"
"3041";1949;1;4;0;4;0;0;0;3;1;0;"2"
"3042";1952;1;1;0;1;0;0;1;3;36;0;"2"
"3043";1953;1;0;0;0;0;0;0;3;1;0;"2"
"3044";1926;1;0;0;0;0;0;0;3;7;0;"2"
"3045";1938;1;0;0;0;0;0;0;3;9;0;"2"
"3046";1982;1;10;0;10;5;1;2;3;17;1;"1"
"3047";1921;1;6;0;6;0;0;0;3;2;0;"2"
"3048";2008;1;2;0;2;2;2;2;3;12;0;"1"
"3049";2005;1;79;0;79;5;17;33;3;178;1;"1"
"3050";1929;1;0;0;0;0;0;0;3;8;0;"2"
"3051";1972;1;4;0;4;0;0;0;3;45;0;"1"
"3052";1958;1;0;0;0;0;0;0;3;1;0;"2"
"3053";1976;1;0;0;0;0;0;0;3;13;0;"1"
"3054";2009;4;67;0;32;28;8;12;3;10;1;"1"
"3055";1920;1;0;0;0;0;0;0;3;24;0;"2"
"3056";1994;1;56;0;56;18;1;4;3;25;1;"1"
"3057";1925;1;0;0;0;0;0;0;3;1;0;"2"
"3058";2006;13;31;0;1;0;0;0;3;20;1;"1"
"3059";2002;1;1;0;1;0;0;0;3;1;0;"1"
"3060";2006;6;222;0;2;6;0;0;1;101;1;"1"
"3061";2004;1;0;0;0;0;0;0;3;16;0;"1"
"3062";1912;1;0;0;0;0;0;0;3;24;0;"2"
"3063";2020;1;0;0;0;0;0;0;2;4;0;"1"
"3064";1952;1;0;0;0;0;0;0;3;3;0;"2"
"3065";1989;1;5;0;5;0;0;1;3;54;0;"1"
"3066";2011;1;1;0;1;0;0;0;3;10;0;"1"
"3067";2004;1;3;0;3;0;0;0;3;2;0;"1"
"3068";1920;1;0;0;0;0;0;0;3;3;0;"2"
